"Jacqueline D. Reses > Square Financial Services, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 213 Connections,,
"Martin, Eric Jacques",BGL BNP Paribas S.A. - Director,"Bank of the West (Shepherd, J. Michael)"
"Martin, James G.",Family Dollar Stores Inc. - Independent Director,"Duke Energy Corporation (NYSE:DUK) (Craver, Theodore F.)"
"Martin, Jeffrey Walker","Sempra Energy - Chairman, President & CEO","Pacific Enterprises Inc. (Jones, William D.), San Diego Gas & Electric Company (Jones, William D.), Sempra Energy (NYSE:SRE) (Jones, William D.), Southern California Gas Company (Jones, William D.)"
"Martin, John W.",Ferguson plc - Former Executive Director,"Travelex Canada Limited (Ransford, Mark )"
"Martin, Katharine A.","Wilson Sonsini Goodrich & Rosati, P.C. - Chair of the Board","Wilson Sonsini Goodrich & Rosati, P.C. (Bochner, Steven E.)"
"Martin, Kevin E.",KQED Inc. - Former Chief Operating Officer & Senior Vice President,"KQED Inc. (Seldon, Willa E.)"
"Martin, Lynn Morley","AT&T Teleholdings, Inc. - Director","Ryder System, Inc. (NYSE:R) (Adler Lundgren, Tamara L.)"
"Martin, Michael A.","Northrim BanCorp, Inc. - Executive VP, General Counsel & Corporate Secretary","Northrim Bank (Schierhorn, Joseph M.)"
"Martin, Murray",Catalyst Inc. - Director,"Catalyst Inc. (McGee, Liam E.)"
"Martin, R. Brad",RBM Venture Company - Founder and Chairman of the Board,"American Film Institute (Meyer, Barry M.), Caesars Entertainment Corporation (NasdaqGS:CZR) (Dionne, John D.)"
"Martin, Richard L.",Americas United Bank - Former Director,"Americas United Bank (Boeka, Adriana M.)"
"Martin, Roger L.",Lincoln National Corporation - Former Senior Vice President of Finance,"Thomson Reuters Corporation (TSX:TRI) (Shaffer, David H.)"
"Martin, Ross ","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Bain, Adam )"
"Martin, Ruth A.",CU Bancorp - Former Chairman Emeritus and Director Emeritus,"CU Bancorp (Rainer, David I.)"
"Martin, Sandra J.","Match Group Holdings II, LLC - Executive Officer","Tribune Publishing Company (NasdaqGM:TPCO) (Levinsohn, Ross B.)"
"Martin, William Charles","Raging Capital Management, LLC - Chairman, Managing Member & Chief Investment Officer","Baton Holding, LLC (Stahl, Christian )"
"Martinelli, David John",Guardian Capital Partners - Member of Advisory Board,"Main Line Health, Inc. (Turner, Rosemary L.)"
"Martinez Esq., Alba E.","Main Line Health, Inc. - Trustee","Main Line Health, Inc. (Turner, Rosemary L.)"
"Martinez M.S., Alfonso Callejo","Laureate Education, Inc. - Former Chief Human Resources Officer","Catalyst Inc. (McGee, Liam E.)"
"Martinez Tucker, Sara Alicia",Sprint Corporation - Former Independent Director,"Sprint Corporation (NYSE:S) (Son, Masayoshi )"
"Martinez, Gustavo","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Bain, Adam )"
"Martinez, Leo P.",Public Media Company - Director,"KQED Inc. (Seldon, Willa E.)"
"Martinez, Vilma S.","Anheuser-Busch Companies, LLC - Director","Bank of the West (Shepherd, J. Michael)"
"Marting, Gina L.","Hawaii Medical Service Association - Treasurer, Executive VP & CFO","Hawaii Medical Service Association (Ho, Peter S.)"
"Martini, Jeffrey R.",Reach Production Solutions - Chief Financial Officer,"DynaPump, Inc. (Deutch, Philip Joseph)"
"Martin-Löf, Sverker ","SCA North America, Inc. - Chairman","Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Ekholm, E. Börje)"
"Martinoli, Roberto ",Grandi Navi Veloci S.p.A. - Chairman and Chief Executive Officer,"V.Group Ltd. (Renaud, Paul G.)"
"Martins, Peter","New York City Ballet, Inc. - Ballet Master in Chief","NYC2012, Inc. (Shepherd, J. Michael)"
"Martinson, Katarina ",Indutrade AB (publ) - Independent Chairwoman,"Husqvarna AB (publ) (OM:HUSQ B) (Ekholm, E. Börje)"
"Martorell, Chanchanit ","MUFG Union Bank, N.A. - Member of Community Advisory Board","MUFG Union Bank, N.A. (Hartnack, Richard C.)"
"Martuscelli, Eric",Cascade Natural Gas Corporation - Vice President of Operations,"Cascade Natural Gas Corporation (Pugh, Mary E.)"
"Marty, Michael","Care.com, Inc. - Former Senior Vice President and General Manager of Operations, Payments & B2B ","Care.com, Inc. (NYSE:CRCM) (Leahy, John J.)"
"Maruyama, Hiroshi","Aozora Bank, Ltd. - Former Director","Aozora Bank, Ltd. (TSE:8304) (Son, Masayoshi )"
"Marvel, Bill ","Baldwin Brothers, Inc. - MD & Portfolio Manager","TriLinc Global, LLC, Investment Arm (Chen, David Y.)"
"Marvel, Kathleen P.",Catalyst Inc. - Former Member of Advisory Board,"Catalyst Inc. (McGee, Liam E.)"
"Marver, James D.",VantagePoint Capital Partners - Co-Founder & Managing Director,"San Francisco Ballet Association (Herbert, James H.), San Francisco Ballet Association (Mehran, Alexander R.)"
"Masamoto, Tatsuhiko ","Business Breakthrough, Inc. - Former GM of Contents Planning, Language Teaching & Officer Training Business Division and Director","Business Breakthrough, Inc. (TSE:2464) (Greenberg, Eric), Business Breakthrough, Inc. (TSE:2464) (Son, Masayoshi )"
"Mascarenas, John M",Ignite Capital - Advisor,"Tallwave, LLC (Vallee, Roy A.)"
"Masiello, Mark J.",Providence Equity Partners L.L.C. - Former Founder & Managing Director,"Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Masin, Michael T.",W. M. Keck Foundation - Director,"Citigroup Inc. (NYSE:C) (O'Neill, Michael E.)"
"Maslia, Dan D.","Credit Union Executives Society, Inc. - Former Chairman","Credit Union Executives Society, Inc. (Ramirez, Robert D.)"
"Maslowe, Philip L.",G4S Secure Solutions (USA) Inc. - Former Chief Financial Officer and Executive Vice President - Finance,"American Media Operations, Inc. (Durbin, Dean D.), American Media, Inc. (Durbin, Dean D.)"
"Masojada, Bronislaw Edmund",Hiscox Ltd - Group CEO & Executive Director,"Hiscox Ltd (LSE:HSX) (Pike, Lynn Ann)"
"Mason CPA, Debra S.","Questex, LLC - Former Chief Financial Officer","ALM Media Properties, LLC (Uriarte, Marcelo Gigliani)"
"Mason, John","ALM Media Properties, LLC - Former Corporate Vice President of Operations","ALM Media Properties, LLC (Uriarte, Marcelo Gigliani)"
"Mason, Linda A.","Bright Horizons Children's Centers, Inc. - Founder","Whole Foods Market, Inc. (Nordstrom, Blake W.)"
"Mason, Marsha",American Film Institute - Trustee,"American Film Institute (Meyer, Barry M.)"
"Mason, Theodore S.",Humboldt Bancorp - Former President & Chief Executive Officer,"Umpqua Bank (Donegan, Robert C.), Umpqua Holdings Corporation (NasdaqGS:UMPQ) (Donegan, Robert C.)"
"Masrani, Bharat B.","The Toronto-Dominion Bank - Group President, CEO & Director","Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Massey, Michael J.",Office Depot International (UK) Limited - Director,"PetSmart, Inc. (Francis, Philip L.)"
"Massey, Walter E.",GMTO Corporation - Chair,"Bank of America National Trust & Saving Association (O'Neill, Michael E.), Bank of America, National Association (McGee, Liam E.), BankAmerica Corp. (O'Neill, Michael E.)"
"Massie, Robert Kinloch",Volans Ltd - Member of Advisory Board,"Volans Ltd (Chen, David Y.)"
"Massood Jr., Michael ",Massood & Company P.A. - President,"Columbia Bank (Dressel, Melanie J.)"
"Masten, George D.",Washington State Investment Board - Former Chairman,"Washington State Investment Board (Pugh, Mary E.), Washington State Investment Board (Zinn, George )"
"Master, Rob","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Bain, Adam )"
"Masterson, Neil T.","Thomson Reuters Corporation - Executive VP and Co-COO, Operations & Enablement","Thomson Reuters Corporation (TSX:TRI) (Shaffer, David H.)"
"Masuch, Hartwig ",BMG Rights Management GmbH - Chief Executive Officer and Managing Director,"BMG Rights Management GmbH (Sarnoff, Richard )"
"Matalon CPA, Jonathan E.",CBC Bancorp - Chief Accounting Officer & Executive VP,"Professional Business Bank (Decker, Richard W.)"
"Matayoshi, Kathryn S.",Hawaii Medical Service Association - Senior VP & Chief Community Engagement Officer,"Hawaii Medical Service Association (Ho, Peter S.)"
"Mateyk, Murray P.",Sleeman Breweries Ltd. - Chief Financial Officer,"Sleeman Breweries Ltd. (Renaud, Paul G.)"
"Mathas, Theodore Alexander",New York Life Insurance Company - CEO & Chairman,"Bank Policy Institute (Goldsmith, Russell D.), Bank Policy Institute (McGee, Liam E.), Bank Policy Institute (Shepherd, J. Michael), Bank Policy Institute (Stumpf, John G.)"
"Mather, Ann ",Alphabet Inc. - Independent Director,"Central European Media Enterprises Ltd. (NasdaqGS:CETV) (Stahl, Christian ), Glu Mobile Inc. (NasdaqGS:GLUU) (Skaff, Daniel Lawrence), TerraVia Holdings, Inc. (Clark, Ian T.)"
"Mathew, Anita","Glooko, Inc. - Co-Founder","Glooko, Inc. (Palihapitiya, Chamath )"
"Mathew, Sara ",Campbell Soup Company - Former Independent Director,"Freddie Mac (OTCPK:FMCC) (Hartnack, Richard C.), Shire plc (Clark, Ian T.)"
"Mathews, Brandon",Catalyst Inc. - Member of Europe Advisory Board,"Catalyst Inc. (McGee, Liam E.)"
"Mathews, Jerome E.",Loctronix Corporation - Chairman,"Overlake Hospital Medical Center (Cleveland, Tom)"
"Mathews, Jessica Tuchman",Hanesbrands Inc. - Former Independent Director,"The Brookings Institution (Blum, Richard Charles)"
"Mathews, Michael D.","Aspen Group, Inc. - Chairman of the Board & CEO","5to1 Holding Corp. (Heckman, James Charles), 5to1 Holding Corp. (Levinsohn, Ross B.)"
"Mathewson, Charles N.",International Game Technology - Chairman Emeritus,"FelCor Lodging Trust Incorporated (Hartung, Christopher J.)"
"Mathewson, Robert A.",Grill Concepts Inc. - Director,"FelCor Lodging Limited Partnership (Hartung, Christopher J.), FelCor Lodging Trust Incorporated (Hartung, Christopher J.)"
"Mathias, Edward J.","Ovation TV, Inc. - Principal and Director","The Endeavor Group, Inc. (Blum, Richard Charles)"
"Mathis, Daniel Roy",Imperial Bancorp - Former President & COO,"Banc of California, Inc. (NYSE:BANC) (Holoman, Eric Leon), Banc of California, Inc. (NYSE:BANC) (Sznewajs, Robert D.), Banc of California, N.A. (Holoman, Eric Leon), Banc of California, N.A. (Sznewajs, Robert D.)"
"Mathis, Diane J.","Tempero Pharmaceuticals, Inc. - Founder and Member of Scientific Advisory Board","Genentech, Inc. (Clark, Ian T.)"
"Matlock-Turner, Sharmain ",The Greater Philadelphia Urban Affairs Coalition - President,"Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Matous, Frank S.","Credit Union Executives Society, Inc. - Former Chairman","Credit Union Executives Society, Inc. (Ramirez, Robert D.)"
"Matranga CPA, Joseph E.",Southern Calif Bancorp - Director,"Bank of Southern California, N.A. (OTCPK:BCAL) (Boeka, Adriana M.)"
"Matranga, Robert C.",CU Bancorp - Former Independent Director,"CU Bancorp (Rainer, David I.)"
"Matschullat, Robert W.","Joseph E. Seagram & Sons, Inc. - Executive Officer","McKesson Corporation (NYSE:MCK) (Knauss, Donald R.), The Clorox Company (NYSE:CLX) (Knauss, Donald R.), Visa U.S.A. Inc. (Stumpf, John G.)"
"Matson Sr., Thomas L.","Columbia Banking System, Inc. - Former Director and Director of Columbia Bank","Columbia Banking System, Inc. (NasdaqGS:COLB) (Dressel, Melanie J.), Columbia State Bank (Dressel, Melanie J.)"
"Matson, David I.",First BanCorp. - Former Director,"MUFG Americas Holdings Corporation (Hartnack, Richard C.), MUFG Union Bank, N.A. (Hartnack, Richard C.)"
"Matsuda, Fujio ","Sopogy, Inc. - Former Japan Affairs Advisor","First Hawaiian Bank, Inc. (Shepherd, J. Michael), First Hawaiian, Inc. (NasdaqGS:FHB) (Shepherd, J. Michael)"
"Matsuda, K. Lynn","Placer Sierra Bancshares - EVP of Placer Sierra Bank, Director of Ops - Placer Sierra Bank and Director of Placer Sierra Bank","Placer Sierra Bancshares (Decker, Richard W.)"
"Matsuhashi, Isao","Business Breakthrough, Inc. - Member of Advisory Committee","Business Breakthrough, Inc. (TSE:2464) (Greenberg, Eric), Business Breakthrough, Inc. (TSE:2464) (Son, Masayoshi )"
"Matsumoto, Hiroshi",UP Inc. - Executive Officer of Administration,"Business Breakthrough, Inc. (TSE:2464) (Greenberg, Eric), Business Breakthrough, Inc. (TSE:2464) (Son, Masayoshi )"
"Matsumoto, Takatoshi","Academy Capital Investments, Inc. - Founder, President, and Chief Executive Officer","Cisco Systems, Inc. (NasdaqGS:CSCO) (Yang, Chih-Yuan )"
"Matsumoto, Tetsuzo ",SoftBank Group Corp. - Former Chief Strategic Advisor to Chief Executive Officer and Director,"SoftBank Corp. (TSE:9434) (Ma, Yun ), SoftBank Corp. (TSE:9434) (Son, Masayoshi ), SoftBank Group Corp. (TSE:9984) (Ma, Yun ), SoftBank Group Corp. (TSE:9984) (Son, Masayoshi ), UTStarcom Holdings Corp. (NasdaqGS:UTSI) (Son, Masayoshi )"
"Matsushima, Hideki ","LIFULL Co., Ltd. - Outside Audit & Supervisory Board Member","Seiyu GK (Martello, Wan Ling)"
"Matsuura, Isao",Bank of the West - Former Director,"Bank of the West (Shepherd, J. Michael)"
"Matsuyama, Akira",SoftBank BB Corp. - Audit & Supervisory Board Member,"SoftBank BB Corp. (Son, Masayoshi )"
"Matsuyama, Akira","Kandenko Co.,Ltd. - Former Standing Corporate Auditor","SoftBank Telecom Corp. (Son, Masayoshi )"
"Matsuyama, Akira ",SoftBank Corp. - Former Audit & Supervisory Board Member,"SoftBank Corp. (TSE:9434) (Ma, Yun ), SoftBank Corp. (TSE:9434) (Son, Masayoshi )"
"Matsuyama, W. Brian","Cascade Corporation - Former Chairman, Chief Executive Officer and President","Cascade Natural Gas Corporation (Pugh, Mary E.)"
"Matta, Serge ","xAd, Inc. - Former President","The Advertising Council, Inc. (Bain, Adam )"
"Matters, Bob","Sustainable Forestry Initiative, Inc - Director","Sustainable Forestry Initiative, Inc (Holley, Rick R.)"
"Mattessich, Antony ","Ocular Therapeutix, Inc. - President, CEO & Director","Ocular Therapeutix, Inc. (NasdaqGM:OCUL) (Myers, Daniel P.)"
"Matthews, Norman S.","Freeman Spogli Management Co., L.P. - Senior Advisor and Industry Executive","Trusted Media Brands, Inc. (Durbin, Dean D.)"
"Matthews, Phillip D.",Pasadena Capital Partners LLC - Advisory Partnership Executive,"Mr. Cooper Group Inc. (NasdaqCM:COOP) (Pugh, Mary E.), Washington Mutual Bank (Pugh, Mary E.)"
"Matthews, Thomas M.","Global Water Technologies, Inc. - Director","Avista Corporation (NYSE:AVA) (Holley, Rick R.)"
"Matthewson, Charles H.",Vantage West Credit Union - Former Chairman,"Vantage West Credit Union (Ramirez, Robert D.)"
"Matthewson, Frank ",Knovel Corporation - Member of Editorial Advisory Board,"Knovel Corporation (Shaffer, David H.)"
"Mattics, Steven C.","Charles Schwab Premier Bank - Executive VP, CEO & Director","Nordstrom, Inc. (NYSE:JWN) (Nordstrom, Blake W.)"
"Mattingly, Brent",BioAccel - Member of the Council of Advisors,"BioInspire (Wiest, Candace Diane Hunter)"
"Mattingly, Jack D.",Knovel Corporation - Member of Editorial Advisory Board,"Knovel Corporation (Shaffer, David H.)"
"Mattison, Dorothy ",Guggenheim Digital Media - Chief Executive Officer,"Guggenheim Digital Media (Levinsohn, Ross B.)"
"Mattson, George Nathaniel",The Boys' Club of New York - Treasurer and Member of The Board of Trustee,"The Goldman Sachs Group, Inc. (NYSE:GS) (Evans, J. Michael )"
"Mattson, Walter E.","The Advertising Council, Inc. - Chairman Emeritus","The Advertising Council, Inc. (Bain, Adam )"
"Mattsson, Ove ","Kemira Chemicals, Inc. - Independent Director","Biotage AB (OM:BIOT) (Ekholm, E. Börje)"
"Matute Labrador, Rafael ","Banco Nacional de México, S.A. - Member of the Advisory Board","Wal-Mart de México, S.A.B. de C.V. (BMV:WALMEX *) (Martello, Wan Ling)"
"Matz, Marilyn ",Paradigm4 Inc. - Chief Executive Officer,"Teradyne, Inc. (NasdaqGS:TER) (Vallee, Roy A.)"
"Matz, Timothy B.","FIG Partners, LLC - Partner & Director","Towne Bancorp, Inc. (OTCPK:TWNE) (Brophy, Stephen M.)"
"Matzke, Richard H.",PJSC LUKOIL - Former Non-Executive Director,"Chevron Corporation (NYSE:CVX) (Stumpf, John G.), Chevron Corporation (NYSE:CVX) (Yarrington, Patricia E.)"
"Mau, Leighton S. L.",First Hawaiian Bank - Director,"First Hawaiian Bank, Inc. (Shepherd, J. Michael)"
"Maucher, Helmut Oswald",Nestlé S.A. - Honorary Chairman,"Nestlé S.A. (SWX:NESN) (Martello, Wan Ling)"
"Mauer, Arthur R.",Southport Financial Corporation - Former Director,"Southport Financial Corporation (Boeka, Adriana M.)"
"Maughan, Deryck Charles",Citigroup Financial Products Inc. - Executive Officer,"Citicorp LLC. (O'Neill, Michael E.), Citigroup Inc. (NYSE:C) (O'Neill, Michael E.), Lincoln Center for the Performing Arts, Inc. (Herbert, James H.), Thomson Reuters Corporation (TSX:TRI) (Shaffer, David H.)"
"Maurer, Arthur R.",Southport Bank - Former Director,"Southport Bank (Boeka, Adriana M.)"
"Mauro, Erin ","The Cue Ball Group, LLC - Former Vice President of Finance","The Cue Ball Group, LLC (Shaffer, David H.)"
"Maurstad, Hugo Lund",Altor Equity Partners AB - Partner,"Lindorff Group AB (Ekholm, E. Börje)"
"Maus, David E.",Extensia Financial LLC - Chairman of the Board and Managing Partner,"Mountain West Credit Union Association (Ramirez, Robert D.)"
"Mauze, Alison",San Francisco Ballet Association - Trustee,"San Francisco Ballet Association (Herbert, James H.), San Francisco Ballet Association (Mehran, Alexander R.)"
"Maw, Scott Harlan",Starbucks Corporation - Former Senior Consultant,"Avista Corporation (NYSE:AVA) (Holley, Rick R.)"
"Maxwell, David O.","SAFG Retirement Services, Inc. - Director","The Brookings Institution (Blum, Richard Charles)"
"Maxwell, Gregory G.",Iona Energy Inc. - Head of Business Development,"Chevron Phillips Chemical Company LLC (Yarrington, Patricia E.)"
"May, Chuck","Nantero, Inc. - Former Member of the Advisory Board","Nantero, Inc. (Scalise, George Martin)"
"May, Eric",Federal Reserve Bank of Philadelphia - Former Member of Economic Advisory Council,"Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"May, James ",Albina Community Bancorp - Former Director,"Albina Community Bancorp (OTCPK:ACBC.Q) (Skaff, Daniel Lawrence)"
"May, Thomas J.","BEC Funding II, LLC - Chairman, Chief Executive Officer and President","Bank of America, National Association (McGee, Liam E.), Viacom Inc. (NasdaqGS:VIAB) (Davis, Wade Cullen)"
"May, William F.",United States Surgical Corporation - Former Director,"Lincoln Center for the Performing Arts, Inc. (Herbert, James H.), The Advertising Council, Inc. (Bain, Adam )"
