"Michael  Ovitz > Creative Artists Agency, LLC > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 138 Connections,,
"Hedfors, Bo C.","Cyneta Networks, Inc. - Chairman","Sybase 365, LLC (Stavropoulos, Andreas ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Hedlund, Jan",Telefonaktiebolaget LM Ericsson (publ) - Former Member of Audit Committee,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Heebner, David K.",General Dynamics Land Systems Inc. - Former Executive Vice President of Marine Systems,"General Dynamics Land Systems Inc. (Chabraja, Nicholas D.)"
"Heersink, Ewout R.",Onex Corporation - Senior MD & Non-Independent Director,"Onex Corporation (TSX:ONEX) (Reisman, Heather M.)"
"Hees, Bernardo Vieira",The Kraft Heinz Company - Former Chief Executive Officer,"Restaurant Brands International Inc. (NYSE:QSR) (Bonderman, David ), Restaurant Brands International Inc. (NYSE:QSR) (Boyce, Richard W.), Restaurant Brands International Inc. (NYSE:QSR) (Brenneman, Gregory Dean), Restaurant Brands International Inc. (NYSE:QSR) (Swette, Brian Thomas)"
"Hefetz, Roni ",Walden International - Venture Partner,"Zend Technologies Ltd. (Andreessen, Marc Lowell)"
"Heidemann, Lyle G.","True Value Company - Former Chief Executive Officer, President and Director","Circuit City Stores Inc. (Besanko, Bruce H.)"
"Heidloff, Eckard ",Wincor Nixdorf International GmbH - President & CEO,"Diebold Nixdorf, Incorporated (NYSE:DBD) (Besanko, Bruce H.)"
"Heiferman, Scott ","Meetup, Inc. - Co-Founder, CEO & Director","Meetup, Inc. (Stavropoulos, Andreas )"
"Heil, John A.","Tempur Sealy International, Inc. - Independent Director","Tempur Sealy International, Inc. (NYSE:TPX) (Sarvary, Mark A.), VCA Inc. (Danhakl, John G.), Vicar Operating, Inc. (Danhakl, John G.)"
"Heilbronn, Charles ",Chanel Limited - Executive Vice President,"Ulta Beauty, Inc. (NasdaqGS:ULTA) (Hartman, Bruce A.)"
"Heilman, David R.","Omax Health, Inc. - Chief Financial Officer","GNC Corp. (Hines, Michael F.)"
"Heilmeier, George H.",Northrop Grumman Space & Mission Systems Corporation - Director,"Automatic Data Processing, Inc. (NasdaqGS:ADP) (Brenneman, Gregory Dean), Automatic Data Processing, Inc. (NasdaqGS:ADP) (Weston, Josh S.), Compaq Computer Corp. (Davis, Chris A.)"
"Heilpern M.D., Katherine L.","Emory Healthcare, Inc. - Director","Emory Healthcare, Inc. (Bell, Thomas D.)"
"Heim, Tamara L.","OshKosh B'gosh, Inc. - Director","ANN INC. (Nicholson, Michael J.)"
"Heimbigner, Martin L.","TheMaven, Inc. - Executive Vice-President of Finance","TheMaven, Inc. (OTCPK:MVEN) (Levinsohn, Ross B.)"
"Heine Ph.D., Christopher Wilfried",CVC Capital Partners Limited - Deputy Managing Director and Director,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Heineken, Chris ",Appirio Inc. - Former Chief Operating Officer,"Appirio Inc. (Stevens, Timothy J.)"
"Heinrich, Daniel J.",Aramark - Independent Director,"Aramark (NYSE:ARMK) (Sargent, Ronald L.)"
"Heisey, W. Lawrence","Staples, Inc. - Former Director","Staples, Inc. (Hines, Michael F.), Staples, Inc. (Meyrowitz, Carol M.), Staples, Inc. (Sargent, Ronald L.), Staples, Inc. (Spellman, Robert R.), Staples, Inc. (Vishwanath, Vijay) and 1 Other Connection"
"Heisz, Leslie Stone",Edwards Lifesciences Corporation - Independent Director,"Ingram Micro Inc. (Levinson, Linda Fayne)"
"Heitmann, Scott Keith",BAI - Treasurer and Director,"Business Leaders for Michigan (Penske, Roger S.)"
"Held, Gerald D.","Software Development Technologies, Inc. - Executive Chairman","Business Signatures Corporation (Singh Cassidy, Sukhinder )"
"Helding, Erik Magnus",Conseco Life Insurance Co. of Texas - Former President & Director,"CNO Financial Group, Inc. (NYSE:CNO) (Wright, Doreen A.)"
"Helene, Claude ","Aventis Inc. - Former Director, Senior Vice President of Rhone-Poulenc and Director Scientifique of Rhone-Poulenc","Aventis Inc. (Frey, Dale F.)"
"Heleniak, David W.",Morgan Stanley - Managing Director and Head of Investment Banking & Key Strategic Issues,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Helfet M.D., David L.","HealthpointCapital, LLC - Managing Director, Chairman of Scientific Advisory Board and Member of Business Board of Advisors","Theranos, Inc. (Kissinger, Henry Alfred), Theranos, Inc. (Shultz, George Pratt)"
"Helfgott, David J.",PHASOR INC. - Chief Executive Officer,"DataPath, Inc. (Davis, Chris A.)"
"Helfrich, David Peter",Actian Corporation - Managing Director and Director,"Kagoor Networks, Inc. (Rolnick, Michael P.), P-Cube, Inc. (Rolnick, Michael P.)"
"Hellendrung, Mark","Nantucket Allserve, Inc. - President and Chief Financial Officer","Nantucket Allserve, Inc. (Scott, Thomas W.)"
"Heller, Robin S.","The IMA Financial Group, Inc. - President of IMAgine Analytics, LLC","The Western Union Company (NYSE:WU) (Levinson, Linda Fayne)"
"Hellman, Frederick Warren","Hellman & Friedman Capital Partners VII, L.P. - Former Co-Founder and Managing Director","Common Sense Media, Inc. (Coulter, James George), Williams-Sonoma, Inc. (NYSE:WSM) (Casati, Mary Ann), Williams-Sonoma, Inc. (NYSE:WSM) (Reisman, Heather M.), Young & Rubicam, Inc. (Bell, Thomas D.)"
"Hellman, Marco Warren","HMI Capital, LLC - Founder and Managing Partner","LPL Financial Holdings Inc. (NasdaqGS:LPLA) (Boyce, Richard W.), LPL Financial LLC (Boyce, Richard W.)"
"Hellon, Mike","Londen Insurance Group, Inc. - Member of National Advisory Board","Londen Insurance Group, Inc. (Lewis, Andrew )"
"Hellström, Kurt Roland",Sony Mobile Communications AB - Director,"Gemplus International SA (Bonderman, David ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Helman IV, William W.",Greylock Partners - General Partner and Partner,"Banner Seventeen LLC (Bonderman, David ), Tidemark Systems, Inc. (Horowitz, Benjamin A.)"
"Helman, Robert A.",Mayer Brown LLP - Partner,"Northern Trust Corporation (NasdaqGS:NTRS) (Chabraja, Nicholas D.)"
"Helmuth, Eduard William Rudolf",Lafe Corporation Limited - Independent Chairman,"Emerson Radio Corp. (AMEX:MSN) (Hunt, Gregory William)"
"Hemstad, Björn",Telefonaktiebolaget LM Ericsson (publ) - Former VP of Group Function Sales & Mktg,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Henderson CPA, Frederick A.","Jewell Coke Company, L.P. - Chairman of Suncoke Energy Inc and Chief Executive Officer of Suncoke Energy Inc","General Motors Company (NYSE:GM) (Bonderman, David ), Motors Liquidation Company (Bonderman, David )"
"Henderson III, George William","Burlington Industries, Inc. - Director","Lincoln National Corporation (NYSE:LNC) (Bell, Thomas D.)"
"Henderson, Corey","RecordSetter, LLC - Founder & CEO","RecordSetter, LLC (Holt, Courtney William)"
"Henderson, Dave","The FRS Company, LLC - Chief Executive Officer and Chief Financial Officer","The FRS Company, LLC (Swette, Brian Thomas)"
"Henderson, Jay L.",The J. M. Smucker Company - Independent Director,"Northern Trust Corporation (NasdaqGS:NTRS) (Chabraja, Nicholas D.), The Northern Trust Company (Chabraja, Nicholas D.)"
"Henderson, Julie ",TFCF Corporation - Former Chief Communications Officer & Executive VP,"Center for Communication, Inc. (Hasker, Stephen John)"
"Henderson, Maarten",Hapag-Lloyd Aktiengesellschaft - Former Chief Financial Officer,"freenet AG (DB:FNTN) (Bonderman, David )"
"Henderson, Mary Regina",IWG plc - Independent Non-Executive Director,"CNO Financial Group, Inc. (NYSE:CNO) (Wright, Doreen A.), Del Monte Corporation prior to merger with Del Monte Foods Company (Boyce, Richard W.)"
"Hendricks, John S.","Discovery Health Media, Inc. - Founder and Chairman","American Film Institute (Nicita, Rick), TiVo Solutions Inc. (Homer, Michael)"
"Hendricks, Karen L.",KIK Holdco Company - Trustee,"ACNielsen Corporation (Hasker, Stephen John)"
"Hendricks, Scot ",The Kroger Co. - Former President of Delta Division,"The Kroger Co. (NYSE:KR) (Sargent, Ronald L.)"
"Hendrickson, John Joseph",StarStone Insurance Holdings Limited - Former Group Chief Executive Officer,"Global Indemnity Limited (NasdaqGS:GBLI) (Leat, Chad A.)"
"Hendrickson, Robert M.",ACNielsen Corporation - Director,"ACNielsen Corporation (Hasker, Stephen John)"
"Hendrickson, Thomas T.","Ollie's Bargain Outlet Holdings, Inc. - Independent Director","The Sports Authority, Inc. (Sokoloff, Jonathan D.)"
"Henkes, Evert ",Sembcorp Utilities (Netherlands) N.V. - Non-Executive & Independent Director,"CNOOC Limited (SEHK:883) (Kissinger, Henry Alfred)"
"Henley, Jeffrey O.",Oracle Corporation - Vice Chairman of the Board,"FuzeBox, Inc. (OTCPK:CLWA) (Volpi, Michelangelo A. )"
"Henn, Michael F.",Exult Inc. - Former Chief Financial Officer and Treasurer,"Unified Grocers, Inc. (Besanko, Bruce H.)"
"Henne, John",Jewelers of America - Treasurer and Director ,"Jewelers of America (Burman, Terry Lee)"
"Henneman III, John B.",Prettybrook Partners LLC - Senior Advisor,"R1 RCM Inc. (NasdaqGS:RCM) (Shultz, George Pratt)"
"Hennessey, Frank M.",Ocoos Inc. - Member of Advisory Board,"Business Leaders for Michigan (Penske, Roger S.)"
"Hennessey, Wade","Kollective Technology Inc. - Co-Founder, Chief Technology Officer and Vice President of Engineering ","Kollective Technology Inc. (Andreessen, Marc Lowell), Kollective Technology Inc. (Campbell, William V.), Kollective Technology Inc. (Homer, Michael)"
"Hennessy, Mary Rowland","EagleEye Analytics, Inc. - Vice Chairman","Global Indemnity Limited (NasdaqGS:GBLI) (Leat, Chad A.)"
"Hennessy, Seamus ",Big Switch Networks Inc. - Former Chief Financial Officer,"Big Switch Networks Inc. (Volpi, Michelangelo A. )"
"Hennick, Jay Stewart",FirstService Corporation - Founder & Chairman of the Board,"Mount Sinai Hospital (Reisman, Heather M.)"
"Henning, Michael A.",Clarus Corporation - Independent Director,"Highlands Acquisition Corp. (Campbell, William V.), Omnicom Group Inc. (NYSE:OMC) (Greenlees, Michael Edward)"
"Henretta, Deborah Ann",Corning Incorporated - Independent Director,"Staples, Inc. (Hines, Michael F.), Staples, Inc. (Meyrowitz, Carol M.), Staples, Inc. (Sargent, Ronald L.), Staples, Inc. (Spellman, Robert R.), Staples, Inc. (Vishwanath, Vijay)"
"Henry Ph.D., Peter Blair",Citigroup Inc. - Independent Director,"Council on Foreign Relations, Inc. (Powell, Colin L.), General Electric Company (NYSE:GE) (Penske, Roger S.)"
"Henry, Cheryl Janet","Ruth's Hospitality Group, Inc. - President, CEO & Director","Ruth's Hospitality Group, Inc. (NasdaqGS:RUTH) (Selati, Robin Paul)"
"Henry, Daniel T.",Veritiv Corporation - Independent Director,"American Express Company (NYSE:AXP) (Squeri, Stephen Joseph)"
"Henry, David B.",Peaceable Street Capital - Co-Founder,"Tanger Factory Outlet Centers, Inc. (NYSE:SKT) (Ryan-Berman, Bridget M.)"
"Henry, Kathryn ",Lululemon Athletica Inc. - Independent Director,"Lululemon Athletica Inc. (NasdaqGS:LULU) (Haselden, Stuart C.)"
"Henry, Scott D.","Venetian Casino Resort, LLC - Chief Financial Officer and Senior Vice President","Borders Group, Inc. (Archbold, Michael G.)"
"Henske, Robert B.",Openlink Financial LLC - Director,"Intuit Inc. (NasdaqGS:INTU) (Campbell, William V.)"
"Henson, Joe M.","Triad Digital Media, LLC - Senior Vice President of Products & Platform","Caesars Entertainment Corporation (NasdaqGS:CZR) (Bonderman, David ), Caesars Entertainment Corporation (NasdaqGS:CZR) (Coslet, Jonathan J.)"
"Henzler, Herbert A.","McKinsey & Company, Inc. - Advisor & Director Emeritus","Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Hepburn, John K.",EQT Partners AB - Advisor,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Heppner, James J.","United Air Lines Inc. - United Airlines Pilots Master Executive Council Chairman of Air Line Pilots Association, Intl.","United Airlines, Inc. (Bonderman, David ), United Airlines, Inc. (Brenneman, Gregory Dean)"
"Heraeus Ph.D., Jürgen ",Heraeus Holding GMBH - Chairman of the Supervisory Board,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Heravi, Kayvan","LNK Partners, LLC - Partner","Fitness Connection (Rydin, Craig W.)"
"Herb, Robert R.","Innovative Micro Technology, Inc. - Director","MIPS Technologies, Inc. (Horowitz, Benjamin A.)"
"Herbert II, James H.","First Republic Bank - Founder, Chairman & CEO","Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Herbert, Lawrence",American Film Institute - Trustee and Director,"American Film Institute (Nicita, Rick)"
"Herbig, Kristina ","Eddie V's Restaurants, Inc. - Chief Financial Officer","P.F. Chang's China Bistro, Inc. (Kent, Harlan M.)"
"Herbold, Robert John",The Herbold Group LLC - Managing Director,"Browning-Ferris Industries, Inc. (Brenneman, Gregory Dean)"
"Herdman, Robert K.",Kalorama Partners LLC - Managing Director,"Westwood One, Inc. (Sherwood, Roderick M.), Westwood One, Inc. (Sherwood, Roderick M.)"
"Herget III, R. Philip","Columbia Capital, L.P. - Senior Advisor","Vubiquity, Inc. (Levinsohn, Ross B.)"
"Hering, John ","Lookout, Inc. - Co-Founder & Executive Director","Lookout, Inc. (Volpi, Michelangelo A. )"
"Herkert, Craig R.",SUPERVALU INC. - Former Director,"SUPERVALU INC. (Besanko, Bruce H.)"
"Herkströter, Cornelius A. J.","Shell Petroleum, Inc. - President","CNOOC Limited (SEHK:883) (Kissinger, Henry Alfred), Robert Bosch GmbH (Kissinger, Henry Alfred)"
"Herma, John F.",Kohl's Corporation - Former Independent Director,"Kohl's Corporation (NYSE:KSS) (Besanko, Bruce H.)"
"Herman, Gary L.","Tumbleweed Holdings, Inc. - Chairman, CEO & Secretary","Heavy Inc. (Greenlees, Michael Edward)"
"Herman, Joan Elizabeth",Amulet Capital Partners LP - Advisor,"DentalPlans.com, Inc. (Bifulco, Frank P.)"
"Hernandez Jr., Enrique ","Inter-Con Security Systems, Inc. - Chairman of the Board, Chief Executive Officer and President","Mr. Cooper Group Inc. (NasdaqCM:COOP) (Bonderman, David ), Tribune Media Company (NYSE:TRCO) (Levinsohn, Ross B.), Washington Mutual Bank (Bonderman, David ), Wells Fargo & Company (NYSE:WFC) (Sargent, Ronald L.)"
"Hernandez, Emmanuel T.",ON Semiconductor Corporation - Independent Director,"ON Semiconductor Corporation (NasdaqGS:ON) (Bonderman, David ), ON Semiconductor Corporation (NasdaqGS:ON) (Boyce, Richard W.), Semiconductor Components Industries, LLC (Bonderman, David ), Semiconductor Components Industries, LLC (Boyce, Richard W.), SunEdison, Inc. (Boyce, Richard W.) and 2 Other Connections"
"Hernández, Enrique Francisco Senior ",Allen & Company Incorporated - Managing Director,"Cinemark Holdings, Inc. (NYSE:CNK) (Selati, Robin Paul), Cinemark USA, Inc. (Selati, Robin Paul), Cinemark, Inc. (Selati, Robin Paul), Univision Communications Inc. (Bonderman, David ), Univision Holdings, Inc. (Bonderman, David )"
"Hernandez, Robert M.",USX Corporation - Vice Chairman & Chief Financial Officer,"RTI International Metals, Inc. (Moss, Bryan T.)"
"Herold, Rebecca ","8thBridge, Inc. - Member of the Board of Advisors","8thBridge, Inc. (Simoudis, Evangelos)"
"Herrell, Kelly",Brocade Communications Systems LLC - Senior VP & GM of Software Networking,"Vyatta, Inc. (Rolnick, Michael P.)"
"Herren, Richard Scott","Autodesk, Inc. - Senior VP & CFO","Proofpoint, Inc. (NasdaqGM:PFPT) (Howes, Timothy A.)"
"Herrera III, Florentino M.",MacroAsia Corporation - Corporate Secretary,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Herrick, Alan J.","Sapient Limited - Chief Executive Officer of Sapient Corp, President of Sapient Corp and Director of Sapient Corp","Neiman Marcus Group LTD LLC (Brotman, Adam B.), Neiman Marcus Group, Inc. (Brotman, Adam B.), Neiman Marcus Group, Inc. (Coslet, Jonathan J.), Neiman Marcus Group, Inc. (Coulter, James George), Neiman Marcus Group, Inc. (Danhakl, John G.) and 1 Other Connection"
"Herringer, Frank C.","Transamerica International Holdings, Inc. - Former President","The Charles Schwab Corporation (NYSE:SCHW) (Shultz, George Pratt)"
"Herrman, Ernie L.","The TJX Companies, Inc. - CEO, President & Director","T.J. Maxx, Inc. (Meyrowitz, Carol M.), The TJX Companies, Inc. (NYSE:TJX) (Hines, Michael F.), The TJX Companies, Inc. (NYSE:TJX) (Meyrowitz, Carol M.)"
"Hersch, Dennis S.","Sprout Foods, Inc. - Director","Clearwire Corporation (Sloan, Stuart M.), Clearwire Corporation (Sloan, Stuart M.), Clearwire Corporation (Volpi, Michelangelo A. ), Clearwire Corporation (Volpi, Michelangelo A. )"
"Hersh, David J.","WildAid, Inc - Secretary and Director","Jive Software, Inc. (Heiliger, Jonathan G.)"
"Hertz, Andrew","Teach For America, Inc. - Former Director","Teach For America, Inc. (Drexler, Millard S.)"
"Hertz, Douglas J.","United Distributors, Inc. - Chairman of the Board and Chief Executive Officer","Georgia Power Company (Burns, Mark L.), Narrative Content Group. (Bell, Thomas D.)"
"Herz CPA, Robert H.",Workiva Inc. - Independent Director,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Herzlinger Ph.D., Regina E.",KBL Healthcare Ventures - Member of Advisory Board,"HealthAllies, Inc. (Levinson, Linda Fayne)"
"Herzog, David Lawrence","MetLife, Inc. - Independent Director","Eaglestone Reinsurance Company (Kissinger, Henry Alfred)"
"Hess, David P.",Howmet Aerospace Inc. - Former Director,"Cytec Industries Inc. (Davis, Chris A.), RTI International Metals, Inc. (Moss, Bryan T.)"
"Hess, John B.",Hess Corporation - CEO & Director,"Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Hess, Norma W.","Lincoln Center for the Performing Arts, Inc. - Former Directors Emeritus","Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Hess, Raphael","P-Cube, Inc. - General Manager","P-Cube, Inc. (Rolnick, Michael P.)"
"Hessan, Diane S.","Data Point Capital - Special Advisor of Data Point Capital I, LP","Panera Bread Company (Spellman, Robert R.)"
