"Lisa  Gersh > Martha Stewart Living Omnimedia, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 153 Connections,,
"Jones Jr., W. Braun","Prime Assets, LLC - Managing Member and Founder","Refugees International (Hassenfeld, Alan G.)"
"Jones Ph.D., Eli ",Mary Bird Perkins Cancer Center Inc. - Director,"Insperity, Inc. (NYSE:NSP) (McKenna-Doyle, Michelle Robinette)"
"Jones, Adrian M.",West Street Capital Partners - Managing Director,"Dollar General Corporation (NYSE:DG) (Gee, E. Gordon)"
"Jones, Anita K.",Raytheon BBN Technologies Corporation - Independent Director,"Leidos Holdings, Inc. (NYSE:LDOS) (Malone, Claudine Berkeley)"
"Jones, Anne P.",Columbia Funds Variable Series Trust II - Columbia Variable Portfolio - Large Cap Index Fund - Trustee,"Motorola Solutions, Inc. (NYSE:MSI) (Singer, Bradley Eric)"
"Jones, Bob",Carnegie Hall Corporation - Trustee,"Carnegie Hall Corporation (Rosenwald, E. John)"
"Jones, Christina C.","ECi Software Solutions, Inc. - Director","ECi Software Solutions, Inc. (Golden, Bruce )"
"Jones, Christopher Ian Montague",Cello Health plc - Independent Non-Executive Chairman,"Becton, Dickinson and Company (NYSE:BDX) (Anderson, Basil L.)"
"Jones, Clayton M.","DataPath, Inc. - Director","Motorola Solutions, Inc. (NYSE:MSI) (Singer, Bradley Eric)"
"Jones, Courtney F.","First Data Merchant Services LLC - Director, Chairman of Audit Committee & Member of Executive Committee","First Data Corporation (NYSE:FDC) (Greenberg, Jack M.), First Data Merchant Services LLC (Greenberg, Jack M.)"
"Jones, Craig A. T.","InnoCentive, Inc. - Executive Chairman and President","Medrium, Inc. (Fuller, Dale L.)"
"Jones, Dale Elton",Diversified Search Inc. - Chief Executive Officer and President,"Diversified Search Inc. (Stern, Paula )"
"Jones, David",You & Mr Jones Brandtech Ventures - Founder,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Jones, David A.",Unio Holdings L.P. - Executive Advisor,"Stamford Industrial Group, Inc. (OTCPK:SIDG.Q) (Winblad, Ann L.)"
"Jones, David K.",PAG International Limited - Chief Financial Officer,"Iconix Brand Group, Inc. (NasdaqGS:ICON) (Shmidman, Yehuda R.)"
"Jones, Donald Curtis","Total Apparel Group, Inc. - Executive Chairman","New York City Investment Fund Manager, Inc. (Wilson, Frederick R.)"
"Jones, Ellis B.","Wasserstein & Co., L.P. - Former Chairman and Chief Executive Officer","Encompass Digital Media, Inc. (Walters, Christopher W.)"
"Jones, Gregory Knox","Edgewater Services, LLC - Co-Founder & Partner","Magnify, Inc. (Fulgoni, Gian M.)"
"Jones, Hubie ","City Year, Inc. - Senior Adviser & Trustee","City Year, Inc. (Segal, Eli J.)"
"Jones, Ingrid Saunders","Atlanta Falcons Football Club, LLC - Member of Board of Advisors","The Coca-Cola Company (NYSE:KO) (Biondi, Frank J.)"
"Jones, J. A.",Quayside Holdings Limited - Former Director,"Quayside Holdings Limited (Green, John Morris)"
"Jones, Jeffrey M.",Durham Jones & Pinegar - Shareholder,"Utah Technology Council (Hochhauser, Howard )"
"Jones, Jill ",Cengage Learning (EMEA) Limited - Chief Executive Officer and President,"Cengage Learning (EMEA) Limited (Elliott, Jerry V.)"
"Jones, John J.","Legal Advantage, LLC - Co-Founder","The Topps Company, Inc. (Mueller, John P.)"
"Jones, Keith A.","ShoreTel, Inc. - Former Worldwide Corporate Controller & Principal Accounting Officer","RiseSmart, Inc. (Walker, Daniel E.)"
"Jones, Kim ",Curriki - Chairman of the Board and Executive Director,"John Wiley & Sons, Inc. (NYSE:JW.A) (Seligman, Naomi O.)"
"Jones, Lawrence M.",Anadarko Holding Company - Director,"Anadarko Holding Company (Malone, Claudine Berkeley)"
"Jones, Matthew Craig",Blancco Technology Group plc - CEO & Director,"At Home Corporation (Doerr, L. John)"
"Jones, Michael ","Radial, Inc. - Former Chief Executive Officer","Radial, Inc. (Ronning, Randy Steven)"
"Jones, Mike","The Weather Company, LLC - Chief Financial Officer","The Weather Company, LLC (Elliott, Jerry V.), The Weather Company, LLC (Kelly, Michael J.), The Weather Company, LLC (Kenny, David W.), The Weather Company, LLC (Walters, Christopher W.)"
"Jones, Nick W.",Leap Wireless International Inc. - Sole Director,"Leap Wireless International Inc. (Elliott, Jerry V.)"
"Jones, Patrick Schwager",Fluidigm Corporation - Former Independent Director,"Novell, Inc. (Malone, Claudine Berkeley)"
"Jones, Paul ","Adia Nutrition, Inc. - Former Member of Technical Advisory Board","Adia Nutrition, Inc. (OTCPK:ADIA) (Nichols, Wesley A.)"
"Jones, Quincy D.",National Museum of African American History and Culture - Member of The Council,"National Museum of African American History and Culture (Winfrey, Oprah )"
"Jones, R. Scott",ImageWorks Corporation - Chairman & CEO,"Cantel Medical Corp. (NYSE:CMD) (Batkin, Alan R.)"
"Jones, Richard ","Commerce Technologies, LLC - Co-Founder & CTO","CommerceHub, Inc. (Ronning, Randy Steven), CommerceHub, Inc. (Zeisser, Michael P.)"
"Jones, Richard Hardy","Lumeris, Inc. - Chief Corporate Development Officer & Director","Essence Group Holdings Corporation (Doerr, L. John), Essence Healthcare, Inc. (Doerr, L. John), Lumeris, Inc. (Doerr, L. John)"
"Jones, Samuel D.","RE Community Holdings II, Inc. - Chief Financial Officer","SuperMedia Inc. (Elliott, Jerry V.)"
"Jones, Terrell B.",Sojern Inc. - Advisor,"Yahoo! Search Marketing Solutions (Biondi, Frank J.)"
"Jones, Terry ","WayBlazer, Inc. - Co-Founder and Executive Chairman","Fareportal, Inc. (West, Kenneth P.)"
"Jones, Todd Jeffrey",Willis Towers Watson Public Limited Company - Former Head of Corporate Risk & Broking,"Willis North America, Inc. (Ubben, Jeffrey Williams)"
"Joost, Eric ","Willis North America, Inc. - Chief Operating Officer","Willis North America, Inc. (Ubben, Jeffrey Williams)"
"Jordan Jr., Vernon E.",American Express Company - Advisor to the Board,"J. C. Penney Company, Inc. (NYSE:JCP) (Kramer, Michael W.), J. C. Penney Company, Inc. (NYSE:JCP) (Laybourne, Geraldine B.), J. C. Penney Company, Inc. (NYSE:JCP) (West, Mary Beth Elizabeth Stone), Revlon, Inc. (NYSE:REV) (Stewart, Martha ), The Brookings Institution (Batkin, Alan R.) and 1 Other Connection"
"Jordan Ph.D., Michael I.",Quantcast Corporation - Member of Advisory Board,"Quantcast Corporation (Kelly, Michael J.)"
"Jordan, Ann Dibble",The Brookings Institution - Honorary Trustee,"National Museum of African American History and Culture (Winfrey, Oprah ), Revlon, Inc. (NYSE:REV) (Stewart, Martha ), The Brookings Institution (Batkin, Alan R.)"
"Jordan, Chris",The Camden Technology Conference - Member of Advisory Board,"The Camden Technology Conference (Millard, Wenda Harris)"
"Jordan, Dave",Trueyou.com Inc. - Former Chief Financial Officer,"Trueyou.com Inc., Prior to Reverse Merger with Advanced Aesthetics Institute, LLC (Riley, Susan J.), TrueYou.Com, Inc. (Riley, Susan J.)"
"Jordan, Edward B.","JAGTAG, Inc. - Chief Executive officer and Director","ITXC Corp. (Wilson, Frederick R.)"
"Jordan, Jeffrey D.","LiveOps, Inc. - Advisor","CafePress Inc. (Irvine, Diane M.)"
"Jordan, Len K.",Frazier Technology Ventures - General Partner,"MediaNet, Inc. (Doerr, L. John)"
"Jordan, Margaret H.","Texas Health Harris Methodist Fort Worth Hospital, Inc. - Executive Vice President of Corporate Affairs - Texas Health Resources","Mentor Worldwide LLC (Ubben, Jeffrey Williams)"
"Jordan, Marie",National Grid USA - Director,"National Grid USA (Smyth, Margaret M.)"
"Jordan, Michael H.","Enterprise Services, LLC - Former Chairman Emeritus","CBS Corporation prior to being acquired by Viacom (Stern, Paula ), MarketWatch, Inc. (Spielvogel, Carl ), PepsiCo, Inc. (NasdaqGS:PEP) (Martinez, Arthur C.), The Brookings Institution (Batkin, Alan R.)"
"Jordan, Rhonda L.",Ingredion Incorporated - Independent Director,"Winona Capital Management, LLC (Greenberg, Jack M.)"
"Jordan, Wilma H.","JEGI Capital, L.L.C. - Founder and Chief Executive Officer","The Jordan, Edmiston Group, Inc. (Millard, Wenda Harris)"
"Jorden, Yon Yoon",Capstone Turbine Corporation - Independent Director,"BioScrip, Inc. (NasdaqGS:BIOS) (Goldstein, Michael )"
"Jorgensen, Blake J.",Electronic Arts Inc. - COO & CFO,"Altaba Inc. (NasdaqGS:AABA) (Biondi, Frank J.), Altaba Inc. (NasdaqGS:AABA) (Kenny, David W.), Electronic Arts Inc. (NasdaqGS:EA) (Laybourne, Geraldine B.)"
"Jorndt, L. Daniel",Investment Co Of The Americas Nv - Director,"Winona Capital Management, LLC (Greenberg, Jack M.)"
"Joseph, Burton","Playboy Enterprises, Inc. - Former Chairman of Playboy Foundation","Playboy Enterprises, Inc. (Chemerow, David I.)"
"Joseph, Mark K.",Brightview Senior Living - Founding Chairman,"MMA Capital Holdings, Inc. (NasdaqCM:MMAC) (Kay, David B.), MMA Financial, Inc. (Kay, David B.)"
"Josephson, John H.","SESAC Performing Rights, LLC - Chairman and Chief Executive Officer","SESAC, Inc. (Turner, Kelli ), The Paley Center for Media (Biondi, Frank J.)"
"Josephson, Marvin",International Rescue Committee - Director,"International Rescue Committee (Batkin, Alan R.)"
"Joshi, Chandrashekhar",Luma America Corp. - Co-Founder,"Luma America Corp. (Chang, Gareth C. C.)"
"Joshi, Vyomesh I.",3D Systems Corporation - Director,"Altaba Inc. (NasdaqGS:AABA) (Biondi, Frank J.), Altaba Inc. (NasdaqGS:AABA) (Kenny, David W.)"
"Joskow, Paul L.",Exelon Corporation - Independent Director,"National Grid USA (Smyth, Margaret M.)"
"Joubert, Tracey I.",Molson Coors Beverage Company - Chief Financial Officer,"Molson Coors Brewing Company (NYSE:TAP) (Goldner, Brian D.)"
"Joullian III, Edward Carey","Mustang Fuel Corporation - Former Chairman, Chief Executive Officer and President","Fleming Companies, Inc. (Baum, Herbert M.)"
"Joy, William N.","Interplex QLP, Inc. - Director","Novell, Inc. (Malone, Claudine Berkeley), Ogin Inc. (Doerr, L. John), Oracle America, Inc. (Doerr, L. John), Oracle America, Inc. (Seligman, Naomi O.), Renmatix, Inc. (Doerr, L. John)"
"Joyal, Robert E.",Barings Corporate Investors - Trustee,"Jefferies Group LLC (Goldstein, Michael )"
"Joyce, John R.","Gartner Consulting, Inc. - Director","Gartner Consulting, Inc. (Ubben, Jeffrey Williams), Gartner, Inc. (NYSE:IT) (Ubben, Jeffrey Williams)"
"Joyce, Joseph M.","Best Buy Co., Inc. - Former Senior Vice President and Assistant Secretary","Napster Inc. (Boyko, Richard J.)"
"Joyce, Michael J.",Brandywine Realty Trust - Non-Executive Chairman of the Board & Lead Independent Trustee,"AC Moore Arts & Crafts Inc. (Segal, Eli J.)"
"Joyce, William H.","Keystone Nano, Inc. - Chairman of Nalco and Chief Executive Officer of Nalco","CVS Health Corporation (NYSE:CVS) (Verrecchia, Alfred Joseph)"
"Jozoff, Malcolm ",The Dial Corporation - Director,"The Dial Corporation (Baum, Herbert M.), The Dial Corporation (Riley, Susan J.)"
"Juan, Javier San",Gibraltar Ventures - Co-Founder and Member of Advisory Board,"Sonomax Technologies Inc (OTCPK:SXHH.F) (Gordon, Harold Philip)"
"Juday, David W.","IDEAL Industries, Inc. - Director","IDEAL Industries, Inc. (Frascotti, John A.)"
"Juday, Meghan ","IDEAL Industries, Inc. - Chairman","IDEAL Industries, Inc. (Frascotti, John A.)"
"Juday, Nancy","IDEAL Industries, Inc. - Former Director","IDEAL Industries, Inc. (Frascotti, John A.)"
"Judge, Gregory B.",Boston Financial Qualified Housing Tax Credits LP IV - Principal Exec. Officer & President & Principal Financial Officer & Director of Arch Street VIII Inc,"MMA Financial, Inc. (Kay, David B.)"
"Judge, Jonathan J.","Allscripts Healthcare Solutions, Inc. - Independent Director","First Data Corporation (NYSE:FDC) (Greenberg, Jack M.), The Dun & Bradstreet Corporation (Peirez, Joshua L.), The Dun & Bradstreet Corporation (Seligman, Naomi O.)"
"Julià Dinarès, Joan ",Investcorp Holdings B.S.C. - Advisory Director,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Julis J.D., Mitchell Ralph","Canyon Capital Advisors, LLC - Founding Partner, Co-CEO, Co-Chairman, Member of Board of Advisors & Managing Partner","Asia Society (Malone, Claudine Berkeley), Asia Society (Spielvogel, Carl )"
"Jumper, John P.","Leidos, Inc. - Director","Leidos Holdings, Inc. (NYSE:LDOS) (Malone, Claudine Berkeley)"
"Junck, Mary E.","Lee Enterprises, Incorporated - Chairman of the Board","Wanderful Media, LLC (Fradin, Russell)"
"Jung Ph.D., Michael","Aragon Pharmaceuticals, Inc. - Co-Founder","Aragon Pharmaceuticals, Inc. (Guthart, Leo A.)"
"Jung, Andrea ","Grameen America, Inc - Chief Executive Officer, President and Director","Apple Inc. (NasdaqGS:AAPL) (Chang, Gareth C. C.), Avon Products, Inc. (NYSE:AVP) (Stern, Paula )"
"Jung, Andrew ","TiVo Research and Analytics, Inc. - Member of Advisory Board","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Jung, Michael ","Founders Circle Capital, LLC - Co-Founder, Managing Partner & MD","World Golf Tour, Inc. (Biondi, Frank J.)"
"Jung, Thomas F.",VAuto Inc. - Chief Marketing Officer,"Cars.com Inc. (NYSE:CARS) (Greenthal, Jill A.), Cars.com Inc. (NYSE:CARS) (Kelly, Michael J.), Cars.com Inc. (NYSE:CARS) (Wiener, Bryan J.)"
"Jungers, Francis ",ESCO Corporation - Director,"The AES Corporation (NYSE:AES) (Ubben, Jeffrey Williams)"
"Jureller, John M.","American Renal Associates Holdings, Inc. - Independent Director","Frontier Communications Corporation (NasdaqGS:FTR) (Elliott, Jerry V.), Frontier Communications Corporation (NasdaqGS:FTR) (Singer, Bradley Eric)"
"Jurgensen, William Gerald","Lamb Weston Holdings, Inc. - Independent Non-Executive Chairman","American International Group, Inc. (NYSE:AIG) (Martinez, Arthur C.)"
"Jurkowski, Robert J.","Determine, Inc. - Former Chairman, Chief Executive Officer and President","Sage Intacct, Inc. (Winblad, Ann L.), Software & Information Industry Association (Fuller, Dale L.)"
"Jury, Jeffrey P.",iBiquity Digital Corporation - Former Chief Operating Officer,"iBiquity Digital Corporation (Wilson, Frederick R.)"
"Justman, Steven ",Investcorp Holdings B.S.C. - Advisory Director,"Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Jutkowitz, Alexander ","The Advertising Council, Inc. - Director","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Kabaker, Matthew S.","Centerbridge Partners, L.P. - Senior Managing Director","Michaels Stores, Inc. (Greenthal, Jill A.)"
"Kabbaj, Mohamed ",LafargeHolcim Maroc - Former Director,"Lafarge S.A. (Stern, Paula ), UNACEM Ecuador S.A. (Stern, Paula )"
"Kable, Lynn",St. Luke's-Roosevelt Hospital Center - Member of Community Advisory Council,"St. Luke's-Roosevelt Hospital Center (Batkin, Alan R.)"
"Kachachi, Bashar","Interactive Advertising Bureau, Inc. - Member of Advertising Technology Council","Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Kachmer, Michael J.","Key Technology, Inc. - CEO & Director","Culligan International Company (Spielvogel, Carl )"
"Kacker, Rishi ","Myriad Women's Health, Inc. - Former Co-Founder and Vice President of Engineering","Voltage Security, Inc. (Winblad, Ann L.)"
"Kackley, James R.","Perficient, Inc. - Independent Director","PepsiAmericas Inc. (Baum, Herbert M.)"
"Kaczmarek, Keith ","SquareLoop, Inc. - Member of Board of Advisor","FiberTower Corporation (Singer, Bradley Eric)"
"Kaczorowski, Joseph C.","Breakwater Investment Management, LLC - Partner, CFO, Head of Portfolio Management & Chief Compliance Officer","Napster Inc. (Boyko, Richard J.)"
"Kaden, Lewis B.",Asia Society - Vice Chairman,"Asia Society (Malone, Claudine Berkeley), Asia Society (Spielvogel, Carl ), Continuum Health Partners, Inc. (Batkin, Alan R.), Environmental Defense Fund, Inc. (Rosenwald, E. John), Mount Sinai Beth Israel (Batkin, Alan R.) and 1 Other Connection"
"Kaercher, Dan",Meredith Corporation - Former Editor-in-chief of Midwest Living Magazine,"Meredith Corporation (NYSE:MDP) (Baum, Herbert M.)"
"Kagle, Robert C.",Benchmark - Founder and General Partner,"Friendster, Inc. (Doerr, L. John), zipRealty Inc. (Baker, Charles C.)"
"Kahan, James S.","Live Nation Entertainment, Inc. - Independent Director","Frontier Communications Corporation (NasdaqGS:FTR) (Elliott, Jerry V.), Frontier Communications Corporation (NasdaqGS:FTR) (Singer, Bradley Eric)"
"Kahn Jr., Gerome ","William Harris Investors, Inc. - Portfolio Manager","Pittway Corporation (Guthart, Leo A.)"
"Kahn, Alfred R.",4Licensing Corporation - Former Chairman & CEO,"4Licensing Corporation (Goldstein, Michael )"
"Kahn, Charles B.","Medical Network, Inc. - Former Member of Advisory Board","Lifespan Corporation (Verrecchia, Alfred Joseph)"
"Kahn, Hal","Macy's, Inc. - Former Chairman of 104-Store Division, CEO of 104-Store Division and Director of 104-Store Division","Macy's, Inc. (NYSE:M) (Sachse, Peter R.)"
"Kahn, Harold D.",Stone Barn Manhattan LLC - Former Chief Executive Officer,"Steven Madden, Ltd. (NasdaqGS:SHOO) (Koppelman, Charles A.)"
"Kahn, Howard ",The Madame Alexander Doll Co. Inc. - Executive Chairman,"Toy Industry Association, Inc. (Hargreaves, David D. R.)"
"Kahn, Jodi",iVillage Inc. - President,"iVillage Inc. (Bronfin, Kenneth A.)"
"Kahn, Jonathan Efrem",Agrifiber Holdings LLC - Managing Partner & Executive Director,"Agritech Worldwide, Inc. (OTCPK:FBER) (Greenberg, Jack M.)"
"Kahn, Joseph ",The New York Times Company - Managing Editor,"The New York Times Company (NYSE:NYT) (Follo, James M.)"
"Kahn, Leo","Staples, Inc. - Co Founder","Staples, Inc. (Anderson, Basil L.), Staples.com (Anderson, Basil L.)"
"Kahn, Todd ",Kate Spade & Company - Chief Administrative Officer and Director,"Kate Spade & Company (Martinez, Arthur C.)"
"Kairouz, Habib ","Rho Capital Partners, Inc. - Managing Partner","iVillage Inc. (Bronfin, Kenneth A.), NYC Seed (Bronfin, Kenneth A.), NYC Seed (Wilson, Frederick R.), TACODA LLC (Wilson, Frederick R.)"
