Joseph Saul Steinberg > Jefferies Financial Group Inc. (NYSE:JEF) > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors),,
,,
1st Degree Table: 329 Connections,,
"Lou BA, Guo Qing ",Young Australian Mines Ltd. - Former Non-Executive Director,"Young Australian Mines Ltd. (OTCPK:MYMN.F) (Forrest, John Andrew Henry), Young Australian Mines Ltd. (OTCPK:MYMN.F) (Linegar, Christopher )"
"Loudon, George E.",Pall Mall Capital Limited - Non Executive Chairman,"Logica PLC (Hollick, Clive R.)"
"Loughead, Mark",Intertek Plastics Technology Laboratories - Executive Vice President,"Intertek Group plc (LSE:ITRK) (Reid, David Edward)"
"Loughlin, Philip H.","Bain Capital Private Equity, LP - Managing Director","Arden Holdings Limited (Brizius, Charles A.)"
"Loughlin, Stephen C.","Cotton Holdings, Inc. - Former Chief Executive Officer, Chief Financial Officer and Director","Cotton Holdings, Inc. (Jordan, John Weaver)"
"Lourenso, Frank ",Kimco Realty Corporation - Independent Non-Management Director,"Kimco Realty Corporation (NYSE:KIM) (Dooley, Richard G.)"
"Lousada, Max ",Warner Music UK Limited - Chairman and Chief Executive Officer,"Warner Music Group Corp. (Brizius, Charles A.), Warner Music Group Corp. (Jaeckel, Scott L.)"
"Louvet, Benoît ",Télévision Française 1 Société anonyme - Former EVP of Acquisition & Negotiation - Audiovisual Rights,"Télévision Française 1 SA (ENXTPA:TFI) (Pélisson, Gilles Christian Gérard)"
"Louw, Garmt",Catalyst Inc. - Member of Europe Advisory Board,"Catalyst Inc. (Wagoner, G. Richard)"
"Lovatt, Daniel J.",FiberZone Networks Inc. - Member of Advisory Board,"FiberZone Networks Inc. (Ireland, Ross K.)"
"Love, Reginald L.",BrightSphere Investment Group Inc. - Former Independent Director,"BrightSphere Investment Group plc (NYSE:BSIG) (Ritchie, James J.)"
"Love, William C.",PENSCO Trust Company LLC - Former Director,"PENSCO Trust Company (Glovier, Curtis A.)"
"Love, William Timothy",TBWA Worldwide Inc. - President of Global Clients,"Omnicom Group Inc. (NYSE:OMC) (Choksi, Mary Claire)"
"Loveday, Bruce ",ARCO Investment Management Pty Ltd - Chairman,"OZ Minerals Limited (ASX:OZL) (Hegarty, Owen Leigh)"
"Lovejoy, William J.","Mobile Productivity, Inc. - Member of Industry Advisory Council","Penske Automotive Group, Inc. (NYSE:PAG) (Thompson, H. Brian)"
"Lovelace, Edward ","XL Hybrids, Inc. - Member of Technical Advisory Board","XL Hybrids Inc. (Wagoner, G. Richard)"
"Lovell, Howard P.",Catalyst Inc. - Chairman of Europe Advisory Board,"Catalyst Inc. (Wagoner, G. Richard)"
"Lovell, Jeffrey Dale","Lovell Minnick Partners LLC - CEO, MD & Co-Chairman","Duff & Phelps Corporation (Matthews, Norman S.), Duff & Phelps Corporation (Schenk, Joseph Arthur)"
"Loverro, Frank J.","Kelso & Company, L.P. - Principal, Co-CEO & Investment Partner","Sonar Entertainment, Inc. (Hudgins, Thomas M.)"
"Loverro, Thomas J.",Institutional Venture Partners - General Partner,"NerdWallet, Inc. (Robinson, James D.)"
"Lovett, Radford D.",Wells Fargo Corporation - Former Other Professional,"Florida Rock Industries, Inc. (Foley, William Patrick)"
"Lovett, William",National Council of Young Men's Christian Associations of the United States of America - Former Director,"National Council of Young Men's Christian Associations of the United States of America (Malcolm, Steven J.)"
"Loving, Gary A.","General Moly, Inc. - Independent Director","Frontera Copper Corporation (Gilmore, Robert Russell)"
"Lovlie, Jan","Cotton Holdings, Inc. - Former Director","Cotton Holdings, Inc. (Jordan, John Weaver)"
"Low, Cathryn","SeraCare Life Sciences, Inc. - Former Interim Chief Financial Officer","SeraCare Life Sciences, Inc. (Davis, Eugene Irwin)"
"Low, Edward ",QMC Quantum Minerals Corp - Chief Financial Officer,"Prime Meridian Resources Corp. (Joklik, G. Frank)"
"Low, Rick ",AM Gold Inc - Chief Financial Officer and Director,"China Gold International Resources Corp. Ltd. (TSX:CGG) (Kunz, Daniel James)"
"Lowden, John R.","NewCastle Partners, LLC - President & Chief Investment Officer","Apparel Ventures, Inc. (Zalaznick, David W.), Private Brands Group (Boucher, Jonathan F.), Private Brands Group (Jordan, John Weaver), Private Brands Group (Zalaznick, David W.), The Jordan Company, L.P. (Jordan, John Weaver) and 2 Other Connections"
"Lowe Jr., John B.",DRBank - Former Director,"Laurel Road Bank (Gladstein, Gary S.)"
"Lowe Jr., Robert J.","Lowe Enterprises, Inc. - Founder, Chairman and Chief Executive Officer","AECOM (NYSE:ACM) (Schmitz, Clarence T.)"
"Lowe, Carol P.","FLIR Systems, Inc. - CFO & Executive VP","Cryovac, Inc. (Kamsky, Virginia A.)"
"Lowe, Frederick Ross","AmCOMP Incorporated - Former Chairman, President & CEO","Employers Assurance Company (Paquette, Michael Scott), Employers Preferred Insurance Company (Paquette, Michael Scott)"
"Lowe, Gregg A.","Cree, Inc. - President, CEO & Director","Freescale Semiconductor, Ltd. (Chu, Chinh E.), Freescale Semiconductor, Ltd. (Quella, James Andrew), NXP USA, Inc. (Chu, Chinh E.), NXP USA, Inc. (Quella, James Andrew)"
"Lowe, Richard C.","Media General, Inc. - Former Director","Media General, Inc. (Davis, Eugene Irwin)"
"Lowell, Wayne Brian","Senior Whole Health, LLC - Chairman & Chief Executive Officer","Gryphon Investors Inc (Bowlin, John D.), Insight Health Corp. (Davis, Eugene Irwin), Insight Health Services Holdings Corp. (Davis, Eugene Irwin), Progressus Therapy, LLC (Archer, Dennis Wayne)"
"Lowenstein, Hugh P.","CBIZ, Inc. - Director","Terra Nova (Bermuda) Holdings Ltd. (Byrne, John Joseph), Terra Nova (Bermuda) Holdings Ltd. (Byrne, Mark J.), Terra Nova (Bermuda) Holdings Ltd. (Gilbert, Steven J.)"
"Lowenthal, Richard J.","ChargePoint, Inc. - Co-Founder & Director","ChargePoint, Inc. (Wagoner, G. Richard), RNI Wind Down Corporation (Ressner, Michael P.)"
"Lower, Edward V.",Medicor Ltd. - Former Chief Executive Officer,"Medicor Ltd. (Davis, Eugene Irwin)"
"Lower, Joseph T.",The ODP Corporation - Former Executive VP & CFO,"Office Depot, Inc. (NasdaqGS:ODP) (Gilbert, Steven J.)"
"Lowery, P. Randall",Voya Insurance and Annuity Company - Former Director,"Voya Insurance and Annuity Company (Stout, Harry N.)"
"Lowitt, Ian Theo",Marex Spectron Group Limited - Group CEO & Director,"Lehman Brothers Holdings, Inc. (Clark, Howard L.), Lehman Brothers Inc. (Clark, Howard L.)"
"Lowrey Jr., Douglas Hayes",Pacific Western Bank - Chairman of the Board,"CapitalSource Inc. (Kilrea, Jeffrey )"
"Lowrey, E. James","PRGX Global, Inc. - Former Director","PRGX Global, Inc. (NasdaqGS:PRGX) (Davis, Eugene Irwin)"
"Lowrie, Anthony Carmel",Petra Diamonds Limited - Senior Independent Non-Executive Director,"Allied Gold Mining Limited (Caruso, Mark Victor), Allied Gold Mining Limited (Lymburn, David Andrew), Allied Gold Mining Limited (Steemson, Gregory Hugh)"
"Lowrie, William G.","WPX Energy, Inc. - Former Independent Director","The Williams Companies, Inc. (NYSE:WMB) (Bailey, Keith E.), The Williams Companies, Inc. (NYSE:WMB) (Malcolm, Steven J.), The Williams Companies, Inc. (NYSE:WMB) (Meinig, Peter C.), WPX Energy, Inc. (NYSE:WPX) (Malcolm, Steven J.)"
"Lowry, John W.",AEA Technology Group plc - Interim Chief Executive Officer and Director,"Catalent Pharma Solutions, Inc. (Chu, Chinh E.), Catalent Pharma Solutions, Inc. (Quella, James Andrew)"
"Lowther, Michael C.","ANFI, Inc. - Former Chairman & CEO","ANFI, Inc. (Foley, William Patrick)"
"Loxton, Wayne Gregory",Protean Energy Limited - Former Non-Executive Director,"Allied Gold Mining Limited (Caruso, Mark Victor), Allied Gold Mining Limited (Lymburn, David Andrew), Allied Gold Mining Limited (Steemson, Gregory Hugh)"
"Loynd, Richard B.",Loynd Capital - President,"FBI Wind Down, Inc. (Hussey, Kent J.)"
"Lozano CPA, Ben F.",CalWest Bancorp - Former Director,"CalWest Bancorp (OTCPK:CALW) (Gray, Glenn E.), CalWest Bank (Gray, Glenn E.)"
"Lozano Romeral, Diego L. ","PROINTEC, S.A. - Board Secretary","Grupo Corporativo ONO, S.A. (Jaeckel, Scott L.)"
"Lozow, Matthew I.",H.I.G. Middle Market LLC - Managing Director,"Lionbridge Technologies, Inc. (Quella, James Andrew)"
"Lu Ph.D., Shasha","Hong Kong East China Non-Ferrous Mineral Resources Co., Ltd. - Executive Director and Chief Executive Officer","Arafura Resources Limited (ASX:ARU) (Forrest, John Andrew Henry)"
"Lu, Jisheng ","Shandong Gold Mining Co., Ltd. - Former Vice President","Focus Minerals Limited (ASX:FML) (Burston, Ian Fred)"
"Lu, Kanda ",Wellard Limited - Business Development Manager - China & Executive Director,"Wellard Limited (ASX:WLD) (Warburton, Sharon Lee)"
"Lu, Ling",Superior Lake Resources Limited - Former Non Executive Director,"Superior Lake Resources Limited (ASX:SUP) (Woodall, David G.)"
"Lu, Priscilla Marilyn",Cathaya Funds - Managing Partner and Founder,"ZAP (OTCPK:ZAAP) (Dodd, Gary)"
"Lua, Soo Theng","Global Med Technologies, Inc. - Former Director","Global Med Technologies, Inc. (Gilmore, Robert Russell)"
"Lubar, David John","Lubar & Co., Inc. - President and Chief Executive Officer","Christiana Companies, Inc. (Lubar, Sheldon Bernard), Hallador Energy Company (NasdaqCM:HNRG) (Lubar, Sheldon Bernard), Lubar & Co. (Lubar, Sheldon Bernard), Milwaukee Brewers Baseball Club, Inc. (Beyer, Robert David), Optique Capital Management Inc. (Lubar, Sheldon Bernard) and 3 Other Connections"
"Lubel, Kimberly S.",CrossAmerica GP LLC - Chairman,"WPX Energy, Inc. (NYSE:WPX) (Malcolm, Steven J.)"
"Lubetkin, Alvin N.","Oshman's Sporting Goods, Inc. - Vice Chairman of the Board, Chief Executive Officer and President","The Sports Authority, Inc. (Erving, Julius W.)"
"Lubieniecki, Zbigniew Waldermar",Hammer Metals Limited - Independent Non-Executive Director,"Gold Road Resources Limited (ASX:GOR) (Warburton, Sharon Lee), Gold Road Resources Limited (ASX:GOR) (Woodall, David G.)"
"Lubin, Richard Keith",Berkshire Partners LLC - Managing Director,"Party City Holdings Inc. (Matthews, Norman S.)"
"Lublin M.D., Fred D.",Forward Pharma A/S - Scientific Advisor,"National Multiple Sclerosis Society (Gillespie, George J.)"
"Lucas Ph.D., Deborah Jean","CCO Group, LLC - Vice President of Marketing","Anthracite Capital, Inc. (Keil, Jeffrey Craig)"
"Lucas Sr., Donald L.",Teton Capital Company - General Partner,"Spansion Inc. (Davis, Eugene Irwin)"
"Lucas, Stephen ",KeySpan Corporation - Director,"KeySpan Corporation (Adamany, Linda L.), KeySpan Corporation (Luterman, Gerald ), National Grid Gas Holdings Limited (Adamany, Linda L.), National Grid plc (LSE:NG.) (Adamany, Linda L.), National Grid USA (Adamany, Linda L.) and 1 Other Connection"
"Lucas-Bull, Wendy Elizabeth",Peotona Group Holdings - Founder,"Anglo American Platinum Limited (JSE:AMS) (Pearce, Stephen Thomas)"
"Lucas-Smith, Malcolm Edward",Sundowner Motor Inns Ltd. - Company Secretary and Non Executive Director,"Pilot Energy Limited (ASX:PGY) (Pearce, Stephen W.)"
"Luce, Michael W.","18F Virginia, Inc. - President","Charming Shoppes Inc. (Goldstein, Michael )"
"Luciani, Juan Andrés Yanes","Santander Holdings USA, Inc. - Former Chief Risk Officer and Director","Santander Consumer USA Holdings Inc. (NYSE:SC) (Holiday, Edith E.)"
"Luciano, Robert P.",Merrill Lynch Preferred Capital Trust VI - Director of Merrill Lynch & Co Inc,"Honeywell International Inc. (NYSE:HON) (Hollick, Clive R.)"
"Lucien, Arnaud ",Ingenico Group - GCS - Employee Representative Director,"Ingenico Group - GCS (ENXTPA:ING) (Bourigeaud, Bernard André Joseph)"
"Lucier, Gregory T.","Lakeshore Capital Partners, LLC - Limited Partner","Catalent Pharma Solutions, Inc. (Chu, Chinh E.), Catalent Pharma Solutions, Inc. (Quella, James Andrew), Catalent, Inc. (NYSE:CTLT) (Chu, Chinh E.), Catalent, Inc. (NYSE:CTLT) (Quella, James Andrew), Sanford Burnham Prebys Medical Discovery Institute (Cunningham, William H.)"
"Lucke CFA, Joseph R.",Golden Boy Foods Ltd. - Director,"Mueller Water Products, Inc. (NYSE:MWA) (Clark, Howard L.)"
"Lucki, Anthony","HM Publishing Corp. - CEO, President & Director","HM Publishing Corp. (Brizius, Charles A.), HM Publishing Corp. (Quella, James Andrew), Houghton Mifflin Harcourt Publishing Company (Brizius, Charles A.), Houghton Mifflin Harcourt Publishing Company (Goldstein, Michael ), Houghton Mifflin Harcourt Publishing Company (Quella, James Andrew)"
"Ludlow, Madeleine W.","West Capital Advisors, LLC - Co-Founder and Chairman of the Board","Oglebay Norton Co. (Davis, Eugene Irwin)"
"Ludlow, Sharon Marie",Aviva Insurance Company Of Canada - President,"Lombard International Assurance S.A. (Baird, Patrick Steven), Lombard International Assurance S.A. (Chee, Menes Ong)"
"Ludlow, Stephen John",Veritas DGC Inc. - Former Executive Vice President,"Veritas DGC Inc. (Gilbert, Steven J.)"
"Ludwig, Edward J.",CVS Health Corporation - Independent Director,"Becton, Dickinson and Company (NYSE:BDX) (Olson, Frank A.)"
"Ludwig, Harald Horst",Bond Capital Partners Limited - Founding Partner and Chairman,"Tennenbaum Capital Partners, LLC (Lubar, Sheldon Bernard)"
"Ludwin, Adam ",Koala - Co-Founder,"Chain, Inc. (Robinson, James D.)"
"Luebbers, James M.","Peoples Energy, LLC - Former CFO & Controller","Peoples Energy, LLC (Bailey, Keith E.)"
"Luebbers, Kevin M.","RFS Hotel Investors, Inc. - Former Executive VP & CFO","Ambassadors International Inc. (Davis, Eugene Irwin)"
"Luecke, George Anthony",Family Office Private Advisors LLC - Member of Advisory Council,"Family Office Private Advisors LLC (Wise, Harry Haven)"
"Luehrs, Bruce H.",Penn Valley Group Investment Services - Co-Founder and Managing Partner,"GAIN Capital Group, LLC (Schenk, Joseph Arthur)"
"Luers, William H.","Transco Energy Company, LLC - Director","Transco Energy Company, LLC (Bailey, Keith E.), Transco Energy Company, LLC (Bumgarner, John C.)"
"Luff, Nicholas Lawrence",RELX PLC - CFO & Executive Director,"RELX Group plc (Reid, David Edward), RELX NV (Reid, David Edward), RELX PLC (LSE:REL) (Reid, David Edward)"
"Lufrano M.D., Robert Ian","Blue Cross and Blue Shield of Florida, Inc. - Former Chairman & President","Blue Cross and Blue Shield of Florida, Inc. (Thomas, Barbara Susan)"
"Lugo, Robert",Edenred SA - Former President,"Edenred SA (ENXTPA:EDEN) (Pélisson, Gilles Christian Gérard)"
"Luis Monti, Roberto ",Trefoil Limited - Chairman,"John Wood Group PLC (LSE:WG.) (Adamany, Linda L.)"
"Luis, Lori",Brooklyn Academy Of Music Inc. - Ex-Officio Trustee,"Brooklyn Academy Of Music Inc. (Gilmartin, MaryAnne )"
"Lukas, Daniel C.","Emerald Lake Capital Management, L.P. - Managing Partner","American Overseas Group Limited (OTCPK:AORE.F) (Abell, Keith Wayne), American Overseas Reinsurance Company Limited (Abell, Keith Wayne)"
"Lukens, Nicholas",ChyronHego Corporation - Director,"ChyronHego Corporation (Hirschfield, Alan J.)"
"Lukes, David R.","SITE Centers Corp. - President, CEO & Director","Kimco Realty Corporation (NYSE:KIM) (Dooley, Richard G.)"
"Lukes, Donald J.",Sterling Financial Corporation - Director,"Sterling Financial Corporation (Jaeckel, Scott L.)"
"Lukowiak, Andrew A.","Millennium Health, LLC - Chief Executive Officer","Millennium Health, LLC (Davis, Eugene Irwin)"
"Lukowski, Stanley J.","Partners HealthCare at Home, Inc. - Trustee","Partners HealthCare at Home, Inc. (Schoen, Scott A.), Partners HealthCare System, Inc. (Schoen, Scott A.), Spaulding Rehabilitation Network (Schoen, Scott A.)"
"Lulley Jr., Robert William","Wright Specialty Insurance Agency, LLC - Chief Underwriting Officer and Executive Vice President","Wright Specialty Insurance Company, LLC (Davis, Jeffrey Wayne), Wright Specialty Insurance Company, LLC (Kuehn, Robert Peter), Wright Specialty Insurance Company, LLC (Papamichael, Michael Andrew), Wright Specialty Insurance Company, LLC (Powers, Lori M.), Wright Specialty Insurance Company, LLC (Roth, Andrew Jonathon) and 2 Other Connections"
"Lumerman, Dina Rosalind",MetLife Investors Insurance Company - Former Director,"General American Life Insurance Company, Inc. (Launer, Leland Convis)"
"Lumley, Edward C.",BMO Nesbitt Burns Inc. - Vice Chairman,"Canadian National Railway Company (TSX:CNR) (Holiday, Edith E.)"
"Lummis, John M.",AQR Re Ltd. - Chief Executive Officer,"RenaissanceRe Holdings Ltd. (NYSE:RNR) (Tanner, David Allen)"
"Lump CPA, William Jerald","Prospect Partners, L.L.C. - Former Chief Compliance Officer","Prism Capital Corporation (Carmichael, William P.)"
"Lumpkin, Richard Anthony","Consolidated Communications Holdings, Inc. - Former Founding Director","McLeodUSA, LLC (Davis, Eugene Irwin)"
"Lumpkins, David ",Stonecourt Capital LP - Founder and Strategic Partner,"Crestwood Equity Partners LP (NYSE:CEQP) (Gfeller, Warren H.), Crestwood Midstream Partners LP (Gfeller, Warren H.), Inergy GP, LLC (Gfeller, Warren H.), NRGM GP LLC (Gfeller, Warren H.)"
"Lunak, Leslie N.","BankUnited, Inc. - Chief Financial Officer","BankUnited, Inc. (NYSE:BKU) (Chu, Chinh E.), BankUnited, National Association (Chu, Chinh E.)"
"Lunat, Suleman E.","M-III Partners, LP. - Founding Partner and Partner","Centrus Energy Corp. (AMEX:LEU) (Diament, Michael S.)"
"Lund, Jay ","Andersen Corporation - Chairman, Chief Executive Officer and President","The Schwan Food Company, Inc. (Bowlin, John D.)"
"Lund, Mark Joseph",Skipton Building Society - Deputy Chairman of the Board & Senior Independent Director,"St. James's Place plc (LSE:STJ) (Sorkin, Michael)"
"Lund, Natalie ",Gold Road Resources Limited - Former Financial Controller,"Gold Road Resources Limited (ASX:GOR) (Warburton, Sharon Lee), Gold Road Resources Limited (ASX:GOR) (Woodall, David G.)"
"Lund, Peter A.","EOS International, Inc. - Former Chairman of the Board","DIRECTV, LLC (Wagoner, G. Richard)"
"Lund, Victor Lynn","Teradata Corporation - Former Interim President, CEO & Director","Delta Air Lines, Inc. (NYSE:DAL) (Davis, Eugene Irwin), NCR Corporation (NYSE:NCR) (Chu, Chinh E.)"
"Lundahl, Ulf ",Attendo AB (publ) - Independent Chairman of the Board,"Husqvarna AB (publ) (OM:HUSQ B) (Lumley, David R.)"
"Lundberg, Barbara J.",TELE-FONIKA Kable S.A. - Former Vice Chairman of Supervisory Board,"Axcelis Technologies, Inc. (NasdaqGS:ACLS) (Thompson, H. Brian)"
"Lundberg, L. Erik",University of Michigan Endowment Fund - Chief Investment Officer,"Business Leaders for Michigan (Wagoner, G. Richard)"
"Lundeen, David S.","Perficient, Inc. - Independent Lead Director","Blackhawk Engagement Solutions, Inc. (Smith, Warren C.)"
"Lundgren, Terry J.","Bloomingdales.com, LLC - Chairman of Macy's Inc, Chief Executive Officer of Macy's Inc and President of Macy's Inc","Carnegie Hall Corporation (Zankel, Arthur), Kraft Heinz Intermediate Corporation II (Holiday, Edith E.), Mondelez International, Inc. (NasdaqGS:MDLZ) (Bowlin, John D.), New York City Investment Fund Manager, Inc. (Ruch, Joshua ), The Kraft Heinz Company (NasdaqGS:KHC) (Choksi, Mary Claire) and 1 Other Connection"
